Продажу билетов на конкурс «Евровидение» приостановили в Израиле,Власти говорят о возможных махинациях 
США аннулировали визы почти у полсотни чиновников из правительства Мадуро и членов их семей,В Госдепе их называют «ответственными за подрыв демократии в Венесуэле»
Варфоломей отказался обсуждать вопрос об Украинской православной церкви на всеправославном уровне,Константинопольский патриарх считает это бесполезным
Одной из основных версий пожара в дагестанском селе является попадание искры из дымохода печи на сено,Работы на месте приостановлены до утра
"Столичные власти согласовали митинг против законопроекта о «суверенном интернете», «пакета Яровой» и цензуры в сети",Митинг пройдет на проспекте Сахарова 10 марта
Президент США Дональд Трамп попросил Китай незамедлительно снять пошлины с американской сельхозпродукции,В свою очередь глава Белого дома не стал 1 марта повышать тарифы до 25%
"Поединок бойца Александра Емельяненко, запланированный на 4 мая, отменять не планируется, несмотря на его задержание",Об этом сообщил ТАСС организатор боя
"Более 20 человек, в том числе восемь детей остались без жилья после крупного пожара в Дагестане",Сгорели около 30 домов и строений
Польша должна получить разрешение Брюсселя на строительство канала у границы с Россией,До этого любые строительные работы на Балтийской косе необходимо прекратить
В лондонском аэропорту Станстед приостановили все полеты из-за инцидента с самолетом на взлетно-посадочной полосе,Причиной стала проблема с двигателем
В США легкомоторный самолет врезался в здание жилого комплекса,Погиб пилот
Канада начала процесс экстрадиции финдиректора Huawei в США,Правительство страны позволит провести слушания по этому вопросу
Анкара и Вашингтон начали переговоры и приобретении Турцией американских систем Patriot,Об этом рассказал местному телеканалу министр иностранных дел Турции Мевлют Чавушоглу
17 жилых домов и 14 хозяйственных построек сгорели в результате крупного пожара в селе Цумадинского района Дагестана,Никто не пострадал
Боец смешанных единоборств Александр Емельяненко задержан в Кисловодске,Телеканал ТВ «Центр» опубликовал видео задержания
Пакистан передал Индии пилота сбитого истребителя,В Исламабаде это назвали жестом доброй воли
Крупный пожар в Дагестане потушен,Сгорели около 30 домов и различных строений
"13 компаний, предположительно связанных с Пригожиным, заключили контракты на питание в Москве на 10 млрд руб",Об этом пишет сайт The Bell со ссылкой на данные о госзакупках
"Столичные власти согласовали митинг против законопроекта о «суверенном интернете», «пакета Яровой» и цензуры в сети",Он пройдет 10 марта
В Южной Корее сегодня могут предъявить обвинения капитану российского Seagrand (Сигранд),Два дня назад сухогруз протаранил мост в портовом городе Пусан
В дагестанском селе Тисси-Ахитли сгорели 11 частных домов,"Пожар почти потушен, сообщил РИА глава Цумадинского района Анваргаджи Вечедов"
"Суд накануне отпустил из-под стражи экс-сенатора, который был предшественником Рауфа Арашукова",Последний год Вячеслав Дерев провел под арестом по обвинению в хищении 110 миллионов рублей
Митинг против использования реагентов пройдет сегодня в Москве,"Ожидается, что выступят представители разных политических сил, поскольку все возмущены этой практикой, — сказал «Эху» координатор движения «Левый фронт» Сергей Удальцов"
Массовый пикет в поддержку фигурантов дела «Нового величия» пройдет сегодня в центре Москвы,"Люди соберутся, чтобы привлечь внимание к истории обвиняемых Анны Павликовой и Марии Дубовик, — сказал «Эху» член движения «14%» Олег Еланчик"
СК возбудил уголовное дело по фактам заболевания дизентерией более 60 учеников и работников семи столичных школ,Об этом рассказал информированный источник…
Мосгорсуд проверит законность ареста основателя инвестиционного фонда Baring Vostok Майкла Калви,"Его подозревают в хищении 2,5 миллиардов рублей у банка «Восточный»..."
Северокавказский окружной военный суд вынес обвинительный приговор пяти уроженцам Ингушетии,"Они признаны виновными в подготовке терактов, в том числе, и в Москве…"
"Ким Чен Ын пообещал не проводить новых ракетных и ядерных испытаний, заявил Дональд Трамп после саммита в Ханое","Трамп подчеркнул, что несмотря на отсутствие конкретных договорённостей, саммит завершился на очень дружественной ноте…"
"Международное антидопинговое агентство подтвредило, что полиция Австрии и Германии действовали в координации с WADA","Название связано с незаконным методом, который называется гемотрансфузия…"
В системах безопасности крупнейших музеев страны нашли нарушения,"Проверку провел Минкульт после того, как из Третьяковской галереи украли картину Архипа Куинджи…"
Совет Федерации попросил «Аэрофлот» увеличить количество рейсов из Магадана,"Члены верхней палаты обеспокоены тем, что не все местные жители смогут отдохнуть этим летом…"
ФСБ сообщает о возбуждении административных дел в связи с ситуацией с косатками в бухте Средняя в Приморском крае,В ФСБ ссылаются на заключение специалистов о неудовлетворительных условия содержания животных…
"Санкции в отношении КНДР пока сохранятся, заявил президент США Дональд Трамп",Переговоры с Ким Чен Ыном в Ханое завершились безрезультатно…
В московском районе Печатники во время драки ножевые ранения получили трое граждан Йемена,По факту происшествия задержаны две ранее судимые россиянки…
Отказ одного из двигателей стал причиной возвращения самолёта компании Utair в аэропорт Уфы после вылета в Москву,Пилоты благополучно посадили самолёт…
Власти США оштрафовали TikTok более чем на $5 млн за нарушение закона о защите конфиденциальности детей в интернете,Сервис уличили в нелегальном сборе персональных данных детей до 13 лет без согласия родителей…
"Переговоры с Ким Чен Ыном были продуктивными, заявил президент США Дональд Трамп","По его словам, КНДР была готова на уступки на переговорах по атому, но хотела отмены всех санкций…"
Один из лучших баскетболистов страны Алексей Швед возвращается в строй после травмы,"Швед получил травму в конце ноября, сломав мизинец на руке…"
Украина не будет в этом году участвовать в песенном конкурсе «Евровидение»,"Такое решение Национальная общественная телекомпания страны приняла после того, как сразу несколько участников отказались выступить на фестивале…"
Народный артист Михаил Жванецкий награждён Орденом За заслуги перед Отечеством III степени,Такой указ подписал президент Путин…
В Конгресс США внесли законопроект о контроле финансов Владимира Путина,Данные о состоянии российского президента будет предложено собрать американской разведке…
Президент США Дональд Трамп и северокорейский лидер Ким Чен Ын не достигли соглашения по итогам саммита в Ханое,"Переговоры, главной темой которых должно было быть ядерное разоружение КНДР, завершились раньше намеченного времени…"
Дональд Трамп и Ким Чен Ын не достигли соглашения по итогам саммита в Ханое,"В Белом доме сообщают, что США и КНДР продолжат переговоры в будущем…"
Газпром обсуждает с Китаем увеличение поставок газа по газопроводу 'Сила Сибири',Переговоры могут занять больше года…
В Польше задержан вице-президент 'Пробизнесбанка' Ярослав Алексеев,Его подозревают в хищении средств в составе организованной группы…
Защита аспиранта МГУ Азата Мифтахова намерена обжаловать его арест в Мосгорсуде,Об этом «Эху Москвы» рассказала его адвокат Светлана Сидоркина…
Американские сенаторы предложили ввести санкции против 24 сотрудников ФСБ России из-за инцидента в Керченском проливе,"Это предусматривает законопроект, опубликованный в электронной базе Конгресса…"
Лидеры США и КНДР досрочно покинули место проведения саммита,О каких-либо причинах досрочного отъезда лидеров двух государств не сообщается…
Сегодня на Чемпионате мира по лыжным видам спорта в Австрии пройдет женская эстафетная гонка,Год назад на Играх в Пхенчхане Олимпийские спортсмены из России сенсационно завоевали в женской эстафете бронзовые медали…
Бывший адвокат президента США Дональда Трампа выступил перед американскими конгрессменами,"Майкл Коэн в самом начале объявил нынешнего главу Белого дома расистом, мошенником и лжецом…"
Суд Кисловодска арестовал 10 суток Александра Емельяненко за неповиновение полиции,"На заседании он признался, что был пьян и извинился перед сотрудниками полиции"
США и Южная Корея прекращают совместные военные учения,Цель — ускорение процесса денуклеаризации Корейского полуострова
SANA со ссылкой на источники сообщает о применении белого фосфора при авиаударе в провинции Дейр-аз-Зор,"По данным сирийского агентства, запрещенные бомбы использовала международная коалиция во главе с США"
В городе Усолье-Сибирское Иркутской области нашли мертвой адвоката Галину Музыку,"Она перестала выходить на связь вскоре после разговора с местным жителем, который сообщил об избиениях в отделе полиции"
В Ростове-на-Дону задержан бывший министр финансов ДНР Александр Тимофеев,Его подозревают в рейдерском захвате агропромышленного предприятия в 2017 году
Зонду NASA Mars InSight впервые удалось пробурить грунт на Марсе,Об этом говорится в сообщении на сайте Германского центра авиации и космонавтики
В Париже в ходе протестов «желтых жилетов» задержали 33 человека,"По данным МВД, в акции участвовало 4 тысячи человек"
"Юлия Тимошенко пообещала в случае победы на выборах вернуть жителям страны вклады, потерянные после распада СССР",Данное заявление лидер партии «Батькивщина» сделала во время выступления перед потенциальными избирателями
Следователи начали проверку инцидента с пассажирским самолетом в Пулково,Он выкатился за пределы взлетно-посадочной полосы
"Задержанному в Греции россиянину Евгению Калинину, грозит смертельная опасность в случае экстрадиции на Украину","По крайней мере, так утверждает его адвокат Яннис Рахиотис"
«Барселона» на выезде победила «Реал» в центральном матче 26-го тура чемпионата Испании,Встреча в Мадриде завершилась со счетом 1:0 в пользу гостей
Число пострадавших в результате протестов в Алжире возросло до 183 человек,Об этом сообщает агентство APS со ссылкой на министерство здравоохранения
Минобороны России обвинило США в препятствовании вывоза сирийских беженцев,"Американские военные отказались пропустить транспортные колонны, отправленные в лагерь «Эр-Рукбан»"
Суд Кисловодска арестовал Александра Емельяненко на 10 суток по административной статье о неповиновении полиции,"37-летний боец смешанных единоборств признался, что действительно находился за рулем в нетрезвом состоянии и нагрубил полицейским"
Основателю британского фонда Hermitage Capital Уильяму Браудеру в России предъявлено новое обвинение,На этот раз в убийстве российского бизнесмена Александра Перепеличного в 2012 году
В Швеции изберут меру пресечения подозреваемому в шпионаже в пользу России,Мужчина был задержан с поличным в Стокгольме в начале этой недели…
Пакистан обещает сегодня вернуть Индии пленного военного пилота,Это должно снизить напряженность после конфликта в провинции Кашмир…
"Капитан российского корабля, протаранившего мост в Южной Корее, задержан","По некоторым сведениям, командир судна в момент аварии был пьян…"
"На следующей неделе у россиян будет три выходных подряд - 8, 9 и 10 марта",7-го марта рабочий день будет сокращенным…
"В Самаре уволили директора кладбища, на котором местная жительница не могла похоронить отца своего ребенка",Официальную причину увольнения агентство не уточняет…
В СБ ООН не прошел ни один из предложенных проектов резолюции по Венесуэле,"Российский проект, предполагающий разрешение кризиса путем диалога и посредничества, не набрал большинства голосов…"
Прокурор Набережных Челнов просит суд заблокировать несколько пабликов сторонников Алексея Навального,"Он требует признать информацию, размещенную в этих группах, запрещенной к распространению в России…"
Провал саммита США-КНДР в Белом доме объяснили нежеланием Трампа повторить ошибку Обамы с ядерной сделкой с Ираном,"Как заявила пресс-секретарь президента США Сара Сандерс, президент Обама отказался дистанцироваться от плохой сделки с Ираном, президент Трамп отказывается от того, чтобы повторять ту же ошибку с Северной Кореей…"
Сбой произошел на Люблинско-Дмитровской линии столичного метро,Поезда ходят с увеличенными интервалами…
"Патрик Шанахан, видимо, останется во главе Пентагона","Во всяком случае, Дональд Трамп склоняется к тому, чтобы выдвинуть его кандидатом на пост министра обороны США…"
Судьбу лидера оппозиции Венесуэлы Хуана Гуайдо будет решать Верховный суд страны,С таким заявлением выступил постпред Венесуэлы при ООН Самуэль Монкада…
Премьер Израиля Беньямин Нетаньяху может стать фигурантом сразу трёх уголовных дел,Об этом вчера объявил генпрокурор страны…
Владимир Путин назначил нового начальника главного управления МВД Петербурга и Ленобласти области,"Роман Плугин шесть лет руководил Управлением внутренних дел по Южному административному округу Москвы, а до этого занимал должность начальника отдела специальных операций главного управления собственной безопасности МВД России…"
В Мосгорсуде сегодня будет рассмотрена жалоба на арест партнера Baring Vostok Филиппа Дельпаля,Он вместе с другими фигурантами обвиняется в мошенничестве в особо крупном объеме…
"Родители, чьи дети заболели дизентерией в московских детсадах, обратились в суд",На сегодняшний день под коллективным иском подписались 16 родителей…
В России с этого дня вступает в силу ряд новых законов,Они в частности касаются продажи табака и пассажирских перевозок…
"Военные США вывезли из Сирии около 50 тонн золота, изъятого у террористов",Так утверждает сирийское государственное агентство SANA со ссылкой на местные источники…
"Лидер оппозиции Венесуэлы в понедельник вернется в страну, несмотря на угрозу ареста",Об этом заявил сам Хуан Гуайдо…
Генпрокуратура Израиля предъявила обвинения премьер-министру Биньямину Нетаньяху,"Они касаются нескольких нарушений, в том числе, коррупционных…"
С сегодняшнего дня вступают в силу новые стандарты для аварийно-диспетчерских служб в ЖКХ,Они были приняты постановлением правительства в прошлом году…
"Родители, чьи дети заболели дизентерией в московских детсадах, обратились в суд","Как сообщила юрист ФБК Любовь Соболь, они требуют от столичных властей и компании «Конкорд» бизнесмена Евгения Пригожина по 500 тысяч рублей в качестве возмещения ущерба и морального вреда…"
Причиной неудачи саммита в Ханое стали разногласия по степени денуклеаризации Корейского полуострова,"Как объяснил сам Трам в эфире Fox News, он настаивал на полной денуклеаризации, а лидер КНДР Ким Чен Ын был готов только на частичную…"
Генпрокуратура дополнительно нашла у экс-главы Серпуховского района имущество на 425 млн руб,"Как рассказал официальный представитель ведомства Александр Куренной, это специальная автотехника и земельные участки, зарегистрированные на физических и юридических лиц, не привлеченных в качестве соответчиков…"
"Владикавказский завод «Электроцинк», пострадавший от пожара прошлой осенью, увольняет своих сотрудников",О предстоящих сокращениях предприятие уведомило комитет по занятости Северной Осетии…
В южнокорейском Пусане российское судно 'Сигранд' врезалось в мост,"По данным береговой охраны, за 40 минут до этого «Сиграннд» столкнулся с круизным лайнером в порту…"
Президент США Дональд Трамп и лидер КНЛР Ким Чен Ын завершили переговоры в расширенном составе,Участники саммита отправились на обед…
Мосгорсуд рассмотрит жалобу на арест Майкла Калви,"Преследование Калви — это элемент давления на него в рамках корпоративного конфликта вокруг банка «Восточный», — считает его адвокат Дмитрий Клеточкин…"
Пакистан сегодня утром атаковал территории на севере Индии,"К обострению конфликта ранее привел теракт, произошедший почти две недели назад в индийской части Кашмира…"
Украина отказывается от участия в 'Евровидении' в этом году,"Это объявила национальная общественная телерадиокомпания, объяснив чрезмерной политизацией национального отбора…"
Частная космическая компания S7Spacе подала в суд на предыдущего владельца плавучего космодрома - корпорацию 'Энергия',S7Spacе владеет проектом «Морской старт»...
Совет Федерации просит компанию 'Аэрофлот' увеличить количество рейсов в Магадан,"В обращении сенаторов отмечается, что в Магаданской области сложилась крайне напряжённая социальная обстановка…"
Первые шесть спутников системы глобального интернета Oneweb успешно выведены на орбиту,Ракета носитель «Союз» стартовала с космодрома Куру во Французской Гвиане…
Следственный комитет проводит проверку по факту отравления четырёх школьников неизвестным веществом на Сахалине,"Мальчик и три девочки в возрасте 13 – 14 лет, по предварительным данным, отравились психотропными препаратами…"
Проверка Минкульта выявила нарушения в системах безопасности в четырёх крупнейших музеях России,"Это Эрмитаж, Русский музей, Исторический музей и музей имени Пушкина…"
В Польше задержан вице-президент 'Пробизнесбанка' Ярослав Алексеев,Его подозревают в хищении средств в составе организованной группы…
Два американских конгрессмена представили законопроект под названием 'Закон о транспарентности в отношении Путина',"Разведке предлагается собрать данные, представить в Конгресс доклад о финансовом состоянии президента Путина…"
Пакистан обстрелял несколько населённых пунктов в штате Джамму и Кашмир,Индия открыла ответный огонь…
В Москве сотрудники полиции штурмовали офис 'Открытой России' во время прямой линии с Михаилом Ходорковским,"Участники мероприятия не пускали полицейских, пока в офис не приехал адвокат…"
Десятки человек почтили память Бориса Немцова на Большом Москворецком мосту,Там политик был убит 27 февраля 2015 года в 23 часа 31 минуту…
Группа американских конгрессменов внесла резолюцию с призывом к администрации Трампа расследовать убийство Немцова,И ввести санкции против причастных к этому преступлению…
Президент США Дональд Трамп и лидер КНДР Ким Чен Ын завершили переговоры в расширенном составе,Основная переговорная часть саммита продолжалась больше 2 часов…
В Ханое продолжится встреча лидеров США и КНДР,Главными темами станут денуклеаризация Северной Кореи и дальнейшее развитие страны…
Мосгорсуд проверит законность ареста основателя инвестиционного фонда Baring Vostok Майкла Калви,"Его подозревают в хищении 2,5 миллиардов рублей у банка «Восточный»..."
Первые спутники системы глобального интернета OneWeb успешно вышли на орбиту,В космос их доставила российская ракета «Союз»...
Евросоюз планирует провести общеевропейские учения по кибербезопасности,Конкретная программа учений в настоящий момент находится в стадии разработки…
В Госдуму внесен проект закона о создании в Москве экстерриториальных цифровых избирательных участков,На них жители других регионов смогут проголосовать на региональных выборах и довыборах в Думу по одномандатным округам…
Мосгорсуд сегодня проверит законность ареста американского финансиста Майкла Калви,"Основатель и управляющий партнер фонда Baring Vostok обвиняется в хищении 2,5 млрд рублей у банка «Восточный»..."
Российская ракета 'Союз' успешно вывела на орбиту шесть спутников британской компании OneWeb,"Об этом сообщила компания Arianespace, обслуживающая запуски с космодрома Куру во Французской Гвиане…"
Фильм «Лето» Кирилла Серебренникова стал лидером по числу номинаций на российскую кинопремию «Ника»,"Как сообщает пресс-служба кинофорума, картина представлена в 12 номинациях из 16..."
"Украина отказалась участвовать в международном песенном конкурсе 'Евровидение', который в этом году пройдет в Израиле","Отказ Украины от участия в Евровидении не скажется на конкурсе, но сама история выглядит довольно смешно, — считает музыкальный редактор Артур Гаспарян…"
Россия в глазах трети американцев является главным врагом США,Более половины уверены в существовании «критической угрозы» со стороны Москвы…
Компанию Facebook могут оштрафовать в России,Претензии возникли у Роскомнадзора…
Верховный суд Баварии приговорил племянника Дмитрия Киселева к 2 годам лишения свободы,За подготовку тяжелого антигосударственного преступления…
Жириновский: Россия не должна сохранять нейтральное положение в конфликте Индии и Пакистана,"Война между этими странами неизбежна, поэтому Москва должна поддержать одну из сторон, — сказал «Эху» лидер ЛДПР…"
"Сергей Лавров, как ожидается, встретится сегодня с исполнительным вице-президентом Венесуэлы Делси Родригес",Они обсудят политический кризис в Боливарианской республике…
СБ ООН не удалось принять резолюцию по Венесуэле,Американский проект заблокировали Россия и Китай…
"Производительность труда в России остается на уровне, который в развитых странах был достигнут в 1980-х годах",Об этом на Международном форуме труда в С-Петербурге заявил глава Счетной палаты Алексей Кудрин.
Прокурор Набережных Челнов просит суд заблокировать несколько пабликов сторонников Алексея Навального.,"Как сообщает сайт «Апология протеста», речь идет о группах «Он нам не царь | Набережные Челны», «Навальный. Набережные Челны» и «Набережные Челны против повышения пенсионного возраста»."
"Родители, чьи дети заболели дизентерией в московских детсадах, обратились в суд.","Как сообщила у себя в Твиттере юрист ФБК Любовь Соболь, они требуют от столичных властей и компании «Конкорд» бизнесмена Евгения Пригожина по 500 тысяч рублей в качестве возмещения ущерба и морального вреда."
Спустя месяц специалисты смогли остановить горение на одном из двух танкеров в Черном море.,"Как передает ИФ, на втором остается еще один очаг."
"Владикавказский завод «Электроцинк», пострадавший от пожара прошлой осенью, увольняет своих сотрудников.","Как передает ТАСС, о предстоящих сокращениях предприятие уведомило комитет по занятости Северной Осетии. Завод будет полностью остановлен и законсервирован."
СБ ООН не удалось принять резолюцию по Венесуэле.,"Американский проект заблокировали Россия и Китай. Вариант, подготовленный Москвой не получил большинства голосов."
В южнокорейском Пусане российское судно 'Сигранд' врезалось в мост.,"По данным береговой охраны, за 40 минут до этого «Сиграннд» столкнулся с круизным лайнером в порту."
Бывший координатор «Открытой России» Мария Баронова с стала шеф-редактором гостелеканала RT.,"Как сообщили РБК представители канала, Баронова будет заниматься благотворительным проектом «Дальше действовать будем мы»."
Минпромторг с 1 марта возобновляет социальные программы поддержки автопродаж.,Речь идет о программах «Первый автомобиль» и «Семейный автомобиль».
Выезд водителей на 'вафельную' разметку в Москве с сегодняшнего дня будет фиксироваться видеокамерами.,Нарушителям грозит штраф в размере 1 тыс. рублей.
"Россияне не верят в то, что государственные профсоюзы могут защитить их права.","Таковых, по данным ВЦИОМ, 53%."
Генпрокуратура Израиля намерена предъявить обвинения в коррупции Беньямину Нетаньянху.,"Как сообщил генпрокурор Авихай Мандельблит, премьер-министра подозревают в получении взяток, мошенничестве и злоупотреблении доверием."
В СБ ООН не прошел ни один из предложенных проектов резолюции по Венесуэле.,Свои проекты представили США и Россия.
В южнокорейском Пусане российское судно ' Сигранд' врезалось в мост.,"Пострадавших нет, судовладелец утверждает, что значительных повреждений корабль не получил, ремонт будет незначительным. Капитан судна задержан."
С сегодняшнего дня вступают в силу новые стандарты для аварийно-диспетчерских служб в ЖКХ.,Они были приняты постановлением правительства в прошлом году. Теперь управляющие организации и товарищества собственников недвижимости будут обязаны соблюдать определенный временной регламент при ликвидации аварийных ситуаций.
"В Самаре уволили директора кладбища, на котором местная жительница не могла похоронить отца ее ребенка","Об этом сообщает ИФ со ссылкой на пресс-службу мэрии. Увольнение последовало после того, как женщина привезла гроб с телом к зданию администрации города а губернатор пообещал «жестко разобраться» в ситуации…"
Суд Мюнхена приговорил племенника телеведущего Дмитрия Киселева к двум годам и трем месяцам тюрьмы.,"Он признан виновным в «подготовке тяжкого преступления, угрожающего безопасности страны». Сам Киселев в одном из интервью рассказывал, что его родственник воевал в ДНР, а сейчас находится под арестом в Германии."
Расследовать избиение в Москве отставного генерала Александра Бриндикова возможно будет СК.,На этом настаивает глава ведомства Александр Бастрыкин.
Прокурор Набережных Челнов просит суд заблокировать несколько пабликов сторонников Алексея Навального.,"Как сообщает сайт «Апология протеста», речь идет о группах «Он нам не царь | Набережные Челны», «Навальный. Набережные Челны» и «Набережные Челны против повышения пенсионного возраста»."
